MSN,YYYY,MM,Value,Column_Order,Description,Unit
FFTCBUS,1996,8,6.611527,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1996,9,6.048659,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1996,10,6.507758,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1996,11,6.676654,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1996,12,7.198654,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1996,13,79.698299,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1997,1,7.567747,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1997,2,6.685037,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1997,3,6.818842,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1997,4,6.438344,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1997,5,6.334819,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1997,6,6.301964,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1997,7,6.864248,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1997,8,6.688172,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1997,9,6.338503,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1997,10,6.594252,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1997,11,6.676918,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1997,12,7.472125,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1997,13,80.779682,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1998,1,7.403689,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1998,2,6.569874,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1998,3,7.012227,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1998,4,6.454305,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1998,5,6.421263,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1998,6,6.585208,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1998,7,7.053682,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1998,8,7.040388,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1998,9,6.519245,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1998,10,6.514528,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1998,11,6.445165,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1998,12,7.254417,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1998,13,81.272862,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1999,1,7.627163,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1999,2,6.672181,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1999,3,7.188621,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1999,4,6.590746,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1999,5,6.418875,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1999,6,6.571305,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1999,7,7.067383,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1999,8,7.108281,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1999,9,6.479405,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1999,10,6.666627,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1999,11,6.494068,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1999,12,7.43838,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1999,13,82.321598,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2000,1,7.692062,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2000,2,7.222425,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2000,3,7.071465,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2000,4,6.486421,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2000,5,6.789661,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2000,6,6.783197,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2000,7,6.970518,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2000,8,7.320572,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2000,9,6.629874,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2000,10,6.738354,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2000,11,6.858912,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2000,12,8.058291,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2000,13,84.620442,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2001,1,8.058063,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2001,2,7.026546,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2001,3,7.362239,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2001,4,6.620594,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2001,5,6.542012,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2001,6,6.482683,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2001,7,6.97562,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2001,8,7.134657,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2001,9,6.340761,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2001,10,6.670422,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2001,11,6.487865,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2001,12,7.0983,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2001,13,82.799758,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2002,1,7.568672,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2002,2,6.777398,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2002,3,7.23929,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2002,4,6.654541,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2002,5,6.612856,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2002,6,6.657799,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2002,7,7.152411,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2002,8,7.126571,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2002,9,6.550505,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2002,10,6.720017,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2002,11,6.909449,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2002,12,7.622747,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2002,13,83.59225,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2003,1,8.039713,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2003,2,7.352223,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2003,3,7.250885,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2003,4,6.563808,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2003,5,6.456592,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2003,6,6.424067,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2003,7,7.014799,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2003,8,7.162053,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2003,9,6.499037,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2003,10,6.708386,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2003,11,6.753287,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2003,12,7.684241,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2003,13,83.909087,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2004,1,8.096323,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2004,2,7.589798,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2004,3,7.263378,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2004,4,6.692449,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2004,5,6.765564,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2004,6,6.739287,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2004,7,7.121877,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2004,8,7.099052,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2004,9,6.65937,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2004,10,6.817708,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2004,11,6.945019,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2004,12,7.876444,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2004,13,85.666271,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2005,1,8.015701,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2005,2,7.152356,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2005,3,7.55195,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2005,4,6.615682,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2005,5,6.708309,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2005,6,6.914146,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2005,7,7.266962,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2005,8,7.413572,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2005,9,6.621822,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2005,10,6.660177,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2005,11,6.78902,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2005,12,7.91297,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2005,13,85.622667,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2006,1,7.470393,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2006,2,7.004642,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2006,3,7.361981,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2006,4,6.523944,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2006,5,6.678094,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2006,6,6.819267,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2006,7,7.294424,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2006,8,7.432139,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2006,9,6.606302,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2006,10,6.921649,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2006,11,6.862516,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2006,12,7.501847,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2006,13,84.477197,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2007,1,7.838025,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2007,2,7.566001,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2007,3,7.29742,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2007,4,6.739492,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2007,5,6.726061,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2007,6,6.798607,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2007,7,7.145962,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2007,8,7.49518,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2007,9,6.737768,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2007,10,6.807023,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2007,11,6.883434,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2007,12,7.770058,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2007,13,85.805032,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2008,1,8.066247,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2008,2,7.416912,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2008,3,7.303725,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2008,4,6.617114,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2008,5,6.539491,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2008,6,6.618345,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2008,7,6.974474,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2008,8,6.840556,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2008,9,6.104693,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2008,10,6.563795,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2008,11,6.588885,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2008,12,7.40631,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2008,13,83.040546,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2009,1,7.722378,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2009,2,6.649806,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2009,3,6.714718,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2009,4,6.051653,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2009,5,5.889515,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2009,6,6.102856,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2009,7,6.385124,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2009,8,6.565902,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2009,9,5.996211,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2009,10,6.216283,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2009,11,6.173966,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2009,12,7.394065,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2009,13,77.862484,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2010,1,7.674044,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2010,2,6.891691,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2010,3,6.816574,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2010,4,6.075796,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2010,5,6.233145,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2010,6,6.503509,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2010,7,6.889017,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2010,8,7.001077,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2010,9,6.316941,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2010,10,6.178512,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2010,11,6.438836,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2010,12,7.707534,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2010,13,80.726681,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2011,1,7.77527,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2011,2,6.699015,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2011,3,6.815706,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2011,4,6.092599,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2011,5,6.118317,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2011,6,6.349559,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2011,7,6.80188,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2011,8,6.877458,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2011,9,6.154918,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2011,10,6.181417,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2011,11,6.353076,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2011,12,7.031059,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2011,13,79.250271,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2012,1,7.145232,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2012,2,6.592463,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2012,3,6.218138,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2012,4,5.842084,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2012,5,6.124572,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2012,6,6.245001,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2012,7,6.787268,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2012,8,6.746614,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2012,9,6.020729,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2012,10,6.237161,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2012,11,6.462663,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2012,12,6.88802,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2012,13,77.309926,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2013,1,7.416291,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2013,2,6.636264,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2013,3,6.916331,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2013,4,6.074515,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2013,5,6.064549,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2013,6,6.161469,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2013,7,6.680332,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2013,8,6.639499,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2013,9,6.208289,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2013,10,6.27596,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2013,11,6.656563,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2013,12,7.494707,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2013,13,79.224761,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2014,1,7.981003,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2014,2,7.046667,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2014,3,6.990834,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2014,4,6.078019,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2014,5,6.096234,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2014,6,6.177361,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2014,7,6.620132,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2014,8,6.663672,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2014,9,6.194493,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2014,10,6.312444,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2014,11,6.676767,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2014,12,7.178562,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2014,13,80.016195,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2015,1,7.681168,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2015,2,7.158336,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2015,3,6.897968,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2015,4,5.983047,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2015,5,6.100247,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2015,6,6.361218,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2015,7,6.836607,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2015,8,6.73131,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2015,9,6.214571,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2015,10,6.187324,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2015,11,6.200223,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2015,12,6.740898,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2015,13,79.092942,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2016,1,7.415235,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2016,2,6.664336,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2016,3,6.333935,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2016,4,5.885351,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2016,5,5.95903,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2016,6,6.349396,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2016,7,6.827179,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2016,8,6.933894,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2016,9,6.249451,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2016,10,6.156651,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2016,11,6.168215,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2016,12,7.369797,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2016,13,78.312474,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2017,1,7.282688,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2017,2,6.081064,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2017,3,6.713877,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2017,4,5.842939,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2017,5,6.101385,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2017,6,6.245624,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2017,7,6.733785,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2017,8,6.643329,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2017,9,6.052267,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2017,10,6.215106,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2017,11,6.509279,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2017,12,7.493945,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2017,13,77.915288,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2018,1,7.902846,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2018,2,6.469498,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2018,3,6.988165,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2018,4,6.246507,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2018,5,6.213992,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2018,6,6.377393,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2018,7,6.897771,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2018,8,6.969508,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2018,9,6.316728,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2018,10,6.55105,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2018,11,6.933894,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2018,12,7.326616,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2018,13,81.193959,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2019,1,7.781783,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2019,2,6.795176,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2019,3,6.99591,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2019,4,5.959972,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2019,5,6.139929,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2019,6,6.174814,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2019,7,6.82366,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2019,8,6.849024,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2019,9,6.270872,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2019,10,6.393618,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2019,11,6.775256,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2019,12,7.189961,4,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2019,13,80.149981,4,Total Fossil Fuels Consumption,Quadrillion Btu
RETCBUS,1973,1,0.403981,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1973,2,0.3609,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1973,3,0.400161,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1973,4,0.38047,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1973,5,0.392141,11,Total Renewable Energy Consumption,Quadrillion Btu
