MSN,YYYY,MM,Value,Column_Order,Description,Unit
RETCBUS,1998,5,0.60582,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1998,6,0.537594,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1998,7,0.565735,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1998,8,0.53724,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1998,9,0.486757,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1998,10,0.486807,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1998,11,0.455642,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1998,12,0.554216,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1998,13,6.491296,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1999,1,0.595566,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1999,2,0.533102,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1999,3,0.563735,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1999,4,0.549273,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1999,5,0.608943,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1999,6,0.573252,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1999,7,0.593637,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1999,8,0.54659,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1999,9,0.481258,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1999,10,0.457251,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1999,11,0.494456,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1999,12,0.516685,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1999,13,6.513747,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2000,1,0.505525,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2000,2,0.498995,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2000,3,0.558477,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2000,4,0.567151,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2000,5,0.558828,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2000,6,0.507747,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2000,7,0.525596,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2000,8,0.505427,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2000,9,0.443553,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2000,10,0.469436,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2000,11,0.48443,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2000,12,0.479069,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2000,13,6.104234,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2001,1,0.447071,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2001,2,0.404482,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2001,3,0.456138,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2001,4,0.424538,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2001,5,0.434871,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2001,6,0.451264,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2001,7,0.438441,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2001,8,0.445558,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2001,9,0.395833,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2001,10,0.412275,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2001,11,0.401017,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2001,12,0.44848,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2001,13,5.159966,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2002,1,0.474999,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2002,2,0.428795,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2002,3,0.456497,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2002,4,0.488025,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2002,5,0.527249,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2002,6,0.533004,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2002,7,0.525794,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2002,8,0.469223,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2002,9,0.431011,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2002,10,0.44536,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2002,11,0.458059,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2002,12,0.488101,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2002,13,5.726116,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2003,1,0.467763,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2003,2,0.44076,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2003,3,0.506114,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2003,4,0.50986,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2003,5,0.557681,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2003,6,0.548222,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2003,7,0.523846,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2003,8,0.50237,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2003,9,0.445417,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2003,10,0.452114,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2003,11,0.463794,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2003,12,0.526219,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2003,13,5.94416,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2004,1,0.515175,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2004,2,0.475949,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2004,3,0.51079,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2004,4,0.489906,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2004,5,0.523178,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2004,6,0.534463,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2004,7,0.524007,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2004,8,0.502422,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2004,9,0.480224,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2004,10,0.474128,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2004,11,0.485644,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2004,12,0.558839,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2004,13,6.074726,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2005,1,0.537947,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2005,2,0.489163,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2005,3,0.52395,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2005,4,0.513734,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2005,5,0.56836,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2005,6,0.562202,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2005,7,0.562531,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2005,8,0.517287,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2005,9,0.464655,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2005,10,0.477082,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2005,11,0.486946,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2005,12,0.5297,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2005,13,6.233556,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2006,1,0.589458,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2006,2,0.527,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2006,3,0.551703,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2006,4,0.5797,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2006,5,0.618068,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2006,6,0.608261,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2006,7,0.573946,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2006,8,0.537126,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2006,9,0.484019,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2006,10,0.496691,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2006,11,0.522571,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2006,12,0.548326,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2006,13,6.636868,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2007,1,0.597002,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2007,2,0.490985,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2007,3,0.577049,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2007,4,0.565767,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2007,5,0.593561,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2007,6,0.557939,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2007,7,0.56147,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2007,8,0.542266,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2007,9,0.482354,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2007,10,0.503567,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2007,11,0.501355,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2007,12,0.549794,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2007,13,6.52311,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2008,1,0.593597,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2008,2,0.54165,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2008,3,0.596829,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2008,4,0.606376,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2008,5,0.664879,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2008,6,0.673913,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2008,7,0.645917,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2008,8,0.597434,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2008,9,0.53282,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2008,10,0.553949,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2008,11,0.549298,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2008,12,0.618025,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2008,13,7.174689,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2009,1,0.622034,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2009,2,0.536975,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2009,3,0.623267,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2009,4,0.655216,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2009,5,0.697389,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2009,6,0.687759,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2009,7,0.645574,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2009,8,0.618377,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2009,9,0.569214,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2009,10,0.628765,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2009,11,0.63748,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2009,12,0.686281,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2009,13,7.608324,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2010,1,0.674792,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2010,2,0.616837,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2010,3,0.687394,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2010,4,0.672294,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2010,5,0.731062,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2010,6,0.771073,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2010,7,0.717979,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2010,8,0.67643,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2010,9,0.637769,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2010,10,0.658503,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2010,11,0.68948,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2010,12,0.733505,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2010,13,8.267112,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2011,1,0.73944,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2011,2,0.711299,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2011,3,0.816084,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2011,4,0.815067,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2011,5,0.838459,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2011,6,0.836164,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2011,7,0.795127,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2011,8,0.75401,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2011,9,0.681927,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2011,10,0.71041,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2011,11,0.736426,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2011,12,0.769745,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2011,13,9.20416,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2012,1,0.751999,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2012,2,0.683687,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2012,3,0.78965,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2012,4,0.766281,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2012,5,0.809479,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2012,6,0.778836,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2012,7,0.751004,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2012,8,0.725012,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2012,9,0.649279,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2012,10,0.688077,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2012,11,0.687048,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2012,12,0.766749,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2012,13,8.847119,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2013,1,0.796799,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2013,2,0.713786,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2013,3,0.781264,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2013,4,0.830323,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2013,5,0.870224,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2013,6,0.837883,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2013,7,0.824467,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2013,8,0.756174,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2013,9,0.713734,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2013,10,0.754023,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2013,11,0.76722,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2013,12,0.804721,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2013,13,9.450625,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2014,1,0.824256,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2014,2,0.711228,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2014,3,0.860878,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2014,4,0.870712,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2014,5,0.867802,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2014,6,0.865763,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2014,7,0.831534,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2014,8,0.770643,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2014,9,0.721666,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2014,10,0.773275,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2014,11,0.814847,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2014,12,0.827639,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2014,13,9.740229,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2015,1,0.815326,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2015,2,0.767846,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2015,3,0.834126,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2015,4,0.833068,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2015,5,0.82973,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2015,6,0.795514,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2015,7,0.820134,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2015,8,0.797073,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2015,9,0.750379,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2015,10,0.7761,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2015,11,0.823911,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2015,12,0.877118,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2015,13,9.720298,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2016,1,0.858406,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2016,2,0.854768,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2016,3,0.93208,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2016,4,0.886479,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2016,5,0.898915,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2016,6,0.852783,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2016,7,0.871727,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2016,8,0.822656,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2016,9,0.786556,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2016,10,0.830807,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2016,11,0.832751,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2016,12,0.934251,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2016,13,10.36217,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2017,1,0.903095,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2017,2,0.851847,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2017,3,1.00896,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2017,4,0.992213,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2017,5,1.033421,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2017,6,0.99095,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2017,7,0.926034,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2017,8,0.868659,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2017,9,0.841814,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2017,10,0.912934,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2017,11,0.904227,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2017,12,0.939289,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2017,13,11.17344,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2018,1,0.963112,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2018,2,0.900094,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2018,3,1.004205,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2018,4,1.010632,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2018,5,1.049213,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2018,6,1.024,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2018,7,0.937811,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2018,8,0.94478,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2018,9,0.854143,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2018,10,0.892362,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2018,11,0.8977,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2018,12,0.931328,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2018,13,11.409381,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2019,1,0.942118,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2019,2,0.871617,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2019,3,0.994698,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2019,4,1.023938,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2019,5,1.060412,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2019,6,0.997044,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2019,7,0.975682,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2019,8,0.93558,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2019,9,0.884353,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2019,10,0.923716,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2019,11,0.911552,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2019,12,0.948824,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,2019,13,11.469523,11,Total Renewable Energy Consumption,Quadrillion Btu
TETCBUS,1973,1,7.223873,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1973,2,6.592366,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1973,3,6.521439,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1973,4,5.941729,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1973,5,6.07194,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1973,6,5.802683,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1973,7,5.951909,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1973,8,6.191657,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1973,9,5.773515,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1973,10,6.174862,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1973,11,6.519033,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1973,12,6.886904,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1973,13,75.65228,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1974,1,6.904043,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1974,2,6.3143,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1974,3,6.370767,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1974,4,5.861066,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1974,5,5.864485,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1974,6,5.642248,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1974,7,5.985353,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1974,8,6.015502,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1974,9,5.711198,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1974,10,6.182018,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1974,11,6.235546,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1974,12,6.842659,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1974,13,73.929322,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1975,1,7.056118,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1975,2,6.168996,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1975,3,6.383482,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1975,4,5.797914,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1975,5,5.491667,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1975,6,5.435627,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1975,7,5.669107,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1975,8,5.744318,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1975,9,5.498393,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1975,10,5.908704,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1975,11,5.850411,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1975,12,6.926691,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1975,13,71.931011,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1976,1,7.312324,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1976,2,6.393452,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1976,3,6.391633,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1976,4,5.855319,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1976,5,5.793322,12,Total Primary Energy Consumption,Quadrillion Btu
